,cookingMinutes,num_ingredients,preparationMinutes,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,Calories,Fat,Saturated_Fat,Carbohydrates,Sugar,Cholesterol,Sodium,Protein,Vitamin_K,Vitamin_A,Vitamin_C,Manganese,Folate,Fiber,Copper,Magnesium,Phosphorus,Vitamin_B6,Potassium,Vitamin_B1,Iron,Vitamin_B2,Vitamin_E,Zinc,Vitamin_B5,Vitamin_B3,Calcium,Selenium,num_words_instructions,num_steps_instructions,whole30,vegan,vegetarian,paleo,primal,aggregateLikes,ingredients_list,ingredient_types,title,spoonacularSourceUrl
9,-0.0758119499109135,-0.7569777396942434,-0.18837475394353798,-0.8929967740783054,-0.4768090548928496,-0.7756447404789834,-1.209961672160703,-0.6001049495552595,-0.92925562193027,-0.7169847395416944,0.5763302690255926,2.2600418332381738,-0.40646578161559715,-0.913264346707304,-0.874090518339672,0.792916830219804,-0.025954140325437268,0.46227071734009095,-0.47014639599328806,-0.7267424943693644,-0.4528153881297547,0.5377540718694264,-0.2977498708220124,-0.9022103536151866,-0.05007715613965112,-0.07214501896332125,-0.4432185900404766,-0.40013874010636596,-0.4914696954503786,-0.9285359532205483,-0.9130642281591965,-0.5474139695718495,-0.49219839555256506,-0.3359620526966721,-0.6211045948864605,-1.3091405005083685,-1.2437819530180743,True,True,True,1,1,8213,"['apple', 'bananas', 'ground flaxseed', 'ice cubes', 'kale', 'orange juice', 'water']","Counter({'Produce': 3, 'Beverages': 2, 'Health Foods;Baking': 1, 'Frozen': 1})",Green Smoothie,https://spoonacular.com/green-smoothie-695486
19,,-1.597752718991811,,-0.6293762448192851,0.17518019816425848,-0.7756447404789834,-1.3909852616521308,-1.2694902348890775,-1.0580583416964207,-0.7885435183146939,-0.6073109879618067,0.34813697124877174,-0.40646578161559715,-0.92943947798977,-0.9496630942008201,0.7790410910418275,-0.056642917365593036,0.33387417759980415,-0.8437034021060259,-0.8739322098436002,-0.70634515061492,0.43836554062406613,-0.8239132902044014,-1.0236393446237688,-0.7407965511693183,-0.6711205561255394,-0.7290969033778799,-0.40162696946752835,-0.6659043699669283,-0.9383814910359932,-0.9833929883772695,-0.5964313606821313,-0.6462006052252838,-0.293372809254962,-0.6987067019785317,-1.2241203355188655,-0.6290627011145778,True,True,True,1,1,3431,"['cucumber', 'granny smith apple', 'kale', 'lemon']",Counter({'Produce': 4}),Green Lemonade,https://spoonacular.com/green-lemonade-473243
20,,1.7653471981984592,,-1.112780937085826,0.17518019816425848,0.8244475555065419,-1.3909852616521308,-1.4827502068162477,-1.086858949842889,-0.7978772720676938,-1.1062308488508321,-0.5913740174438089,-0.40646578161559715,-0.345201281317844,-0.9291955215717592,0.10840292628382235,0.12944787862364546,0.5407352694035993,-0.9059629031248154,-0.5942484240217164,-0.7528790943621971,-0.3815898421501546,-1.0119329054407675,-0.9959697487045418,-0.6832366015835128,-0.7403881059978913,-0.8005664817122308,-0.42841509796845106,-0.5786870327086534,-0.6462972025111273,-0.9271299802028111,-0.4922694045727825,-0.5581993425551588,-0.458761037953603,-0.6058457536043118,-0.021692287810178946,0.3954693853912492,True,True,True,1,1,174563,"['broccoli', 'carrots', 'cayenne pepper', 'celery stalks', 'cinnamon', 'fresh ginger', 'garlic', 'juice of lemon', 'kale', 'purple cabbage', 'red onion', 'sea-salt', 'tomatoes', 'turmeric', 'water', 'water']","Counter({'Produce': 9, 'Spices and Seasonings': 4, 'Beverages': 2, 'Produce;Ethnic Foods;Spices and Seasonings': 1})",Cleansing Detox Soup,https://spoonacular.com/cleansing-detox-soup-677670
28,-0.05725071042920042,-1.0372360661267659,-0.5463066992009477,2.344937936782487,-0.3836677330275484,-0.7756447404789834,0.23822704377071888,0.3074178235652719,0.03956483544121108,-0.11029074559669821,-1.030200680690106,0.4350417377028355,2.455200290474996,0.014801494805610773,2.2787028808675984,-0.8029285483126432,-0.6212926932617436,-1.1129020367641866,-0.8810591027172995,-0.809629043072764,-1.2615432380824338,-0.22008347887644444,-0.523341019852381,1.0617434917684159,2.329067426740314,0.3834050238006803,0.6288250849747861,-0.27959216185221375,2.241340205308899,-0.6200424350032743,-0.23790813006569678,1.3949001531730665,1.9073026999195097,-0.8492334182416821,2.891480668264195,-0.7261450834374902,-0.21924986651224707,False,False,False,1,1,11827,"['chili powder', 'coconut sugar', 'maple syrup', 'paprika', 'salmon', 'sea-salt']","Counter({'Spices and Seasonings': 3, 'Baking': 1, 'Cereal': 1, 'Seafood': 1})",Maple Glazed Salmon,https://spoonacular.com/maple-glazed-salmon-573591
38,,-1.597752718991811,,-1.0586380053339732,0.17518019816425848,1.6244937034993046,-1.0289380826692753,-1.2535055866897329,-0.5372473443811159,-0.5085309057246957,-1.2969810932304053,-0.6348264006708407,-0.40646578161559715,-0.9384701999740039,-1.0520009573461249,0.8096015604996635,-0.03968413927175953,0.1188788020892657,-1.0180300049586368,-1.0218994726790311,-1.341774175577739,0.3141298765673662,-1.1865109805697966,-1.2773654269489094,-0.9902229993744759,-1.264540604961367,-0.9435056383809325,-0.4983618779430825,-0.840339044483478,-0.685679353772907,-1.187346393009681,-0.8660270117886811,-0.6564674192034651,-0.45996773318445144,-0.7056821722789426,0.6220318185389158,0.8052822199935801,False,False,True,1,1,1009,"['lacinato kale', 'olive oil', 'oranges', 'raw honey']","Counter({'Produce': 2, 'Oil, Vinegar, Salad Dressing': 1, 'Nut butters, Jams, and Honey;Health Foods': 1})",Kale Salad with Cranberry Vinaigrette and Walnuts,https://spoonacular.com/kale-salad-with-cranberry-vinaigrette-and-walnuts-550388
39,-0.0758119499109135,-0.47671941326172096,-0.5463066992009477,-0.14530229505272166,-0.5699503767581507,-1.1756678144753647,0.05720345427929114,0.4599473891294398,0.7283793802775818,0.24439189701729955,0.6618079728749295,1.783240006476689,-0.40646578161559715,-0.82293354795639,-0.6583937914026453,0.24059472440376423,-0.1445909077366838,-0.4894404763488764,-0.2584640925294033,0.6478834854874832,0.6463484555559301,-0.10827138122541438,0.44849852453472805,-0.26210861871943913,0.31446919123711786,0.8356491597789077,0.16427282580150543,-0.15755735423689923,-0.08445545491176285,0.11180920927813122,-0.10428348565135831,0.25524580985901485,-0.17246047451777752,-0.46096148219809135,-0.39832551216708795,-0.9812055784059994,-1.0388755357169088,True,True,True,1,1,1937,"['avocado', 'banana', 'dates', 'fresh ginger root', 'juice of lemon', 'spinach', 'tahini', 'water']","Counter({'Produce': 4, 'Dried Fruits;Produce': 1, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Ethnic Foods;Health Foods': 1, 'Beverages': 1})",Creamy Ginger Green Smoothie,https://spoonacular.com/creamy-ginger-green-smoothie-538019
49,-0.0758119499109135,-1.0372360661267659,-0.5463066992009477,-0.19034332480426275,-0.5699503767581507,-0.7756447404789834,-0.8479144931778476,-0.8296309895444388,-0.7772524122683531,-0.6952059807846944,-0.23300862163207803,1.2618114077523064,-0.40646578161559715,-0.9085014071751494,-0.7890713704958805,0.8350855400143374,-0.04308424139444499,-0.03229373202990243,-0.6693767992534149,-0.8363766722978759,-1.016036569346799,0.3886712750013863,-0.857274221073214,-0.661291005707013,-0.5297434026880311,-0.6049046125169794,-0.8005664817122308,-0.31084497843662356,-0.63683192421417,-0.8497716506969889,-1.067787500638957,-0.6270672301260574,-0.5317989637541213,-0.3588182800103899,-0.6769083572897476,-0.884039675560853,-0.6290627011145778,True,True,True,1,1,1498,"['banana', 'berries', 'hemp seeds', 'kale', 'pomegranate juice', 'water']","Counter({'Produce': 3, 'Beverages': 2, 'Health Foods': 1})",Hide Your Kale Smoothie,https://spoonacular.com/hide-your-kale-smoothie-500244
51,-0.0758119499109135,0.08379723960332408,-0.5463066992009477,1.5916886205067133,-0.5699503767581507,-0.7756447404789834,-0.1238201352121366,0.008606213388088896,0.3523714405875768,0.16038811324030008,-1.544866434393483,-0.9624808579773784,1.739669067222586,-0.12650690428450342,1.48361640566177,-0.504295566589559,-0.6910233406059911,-0.9215586554163326,-1.3915870110713746,-0.6848326916009476,-1.1139183130910717,-0.39401340855582456,-0.6690926595704944,0.4843830062181766,1.3889215835054893,-0.1169214724108822,0.23574240413585634,-0.3272155014094097,0.8458628091765021,-0.649579048449609,-0.5473546750252175,0.8802175465151079,1.2179594756701975,-0.7974874874600042,2.0805822458414305,0.02689066361239424,-0.42415628381341247,True,False,False,1,1,3527,"['arugula', 'coconut flour', 'dijon mustard', 'fresh parsley', 'juice of lemon', 'olive oil', 'red onion', 'salmon fillets', 'salt and pepper', 'white wine vinegar']","Counter({'Produce': 4, 'Oil, Vinegar, Salad Dressing': 2, 'Gluten Free;Health Foods;Baking': 1, 'Condiments': 1, 'Seafood': 1, 'Spices and Seasonings': 1})",Simple Herb Crusted Salmon,https://spoonacular.com/simple-herb-crusted-salmon-509646
58,,0.08379723960332408,,-0.476116277314041,-0.3836677330275484,0.42442448151016055,-1.3909852616521308,-1.3173878955145781,-0.9340557232880148,-0.7076509857886943,-0.9811634716396969,-0.2390573966840911,-0.40646578161559715,-0.8645974794084561,-0.8426019450641937,0.0032857411940785137,0.6089918683778753,0.4572650042897873,-0.5199539968083198,1.4594096663668272,-0.26988885064045826,-0.5430962054238647,-0.551195777665176,-0.7797239258198826,0.06504274303196021,0.07442988959175725,-0.37174901170612573,-0.21113361123874463,-0.3751799124393455,-0.7742891941119112,-0.5754861791124467,-0.5167781001279234,-0.503931897241915,0.5391049358856653,-0.6001781839852279,-1.3091405005083685,-1.2437819530180743,True,True,True,1,1,832,"['black sesame seeds', 'celery', 'cilantro', 'cucumbers', 'napa cabbage', 'red bell pepper', 'red cabbage', 'romaine lettuce', 'slivered almonds', 'yellow bell pepper']","Counter({'Produce': 7, 'Ethnic Foods;Spices and Seasonings': 1, 'Produce;Spices and Seasonings': 1, 'Baking': 1})",Chinese Chop Salad + Peanut Sesame Dressing,https://spoonacular.com/chinese-chop-salad-+-peanut-sesame-dressing-616564
60,-0.05725071042920042,-1.0372360661267659,-0.5463066992009477,-0.8000369073251247,-0.3836677330275484,0.024401407513779238,-0.8479144931778476,-0.884113874956289,-0.18363987769391962,-0.3280783331666968,-1.090934838688319,-1.1327672246779086,-0.40646578161559715,-0.11054398317921273,-0.722945366617376,3.2640506047522657,1.0847305112796808,1.4477704741186073,-0.14639699069558215,-0.8509168079522247,-1.4685390568203218,2.214935536634878,-0.4480360059980226,-0.7332554536922636,-0.45299680324029035,-0.3792226800466818,-0.6218925358763536,-0.2676863269629148,-0.4914696954503786,-0.5379962865412333,-0.7864724597666654,-0.8537726640111107,-0.5185987743536026,0.5622450914889946,-0.664265317370253,-0.556104753458484,-0.42415628381341247,True,True,True,1,1,560,"['garlic', 'kale', 'olive oil', 'red wine vinegar', 'salt and pepper', 'vegetable stock']","Counter({'Produce': 2, 'Oil, Vinegar, Salad Dressing': 2, 'Spices and Seasonings': 1, 'Canned and Jarred': 1})",Sauteed Kale,https://spoonacular.com/sauteed-kale-286168
